Time,Temp. (Degree Celcius)
17-Aug-2017 05:00 am to 17-Aug-2017 06:00 am,27.13
17-Aug-2017 06:00 am to 17-Aug-2017 07:00 am,28.31
17-Aug-2017 07:00 am to 17-Aug-2017 08:00 am,29.01
17-Aug-2017 08:00 am to 17-Aug-2017 09:00 am,30.19
17-Aug-2017 09:00 am to 17-Aug-2017 10:00 am,31
17-Aug-2017 10:00 am to 17-Aug-2017 11:00 am,31.12
17-Aug-2017 11:00 am to 17-Aug-2017 12:00 pm,32.23
17-Aug-2017 12:00 pm to 17-Aug-2017 01:00 pm,33
17-Aug-2017 01:00 pm to 17-Aug-2017 02:00 pm,34.24
17-Aug-2017 02:00 pm to 17-Aug-2017 03:00 pm,33.09
17-Aug-2017 03:00 pm to 17-Aug-2017 04:00 pm,31.22
17-Aug-2017 04:00 pm to 17-Aug-2017 05:00 pm,28.71
17-Aug-2017 05:00 pm to 17-Aug-2017 06:00 pm,28.52
17-Aug-2017 06:00 pm to 17-Aug-2017 07:00 pm,26.7
17-Aug-2017 07:00 pm to 17-Aug-2017 08:00 pm,26.74
17-Aug-2017 08:00 pm to 17-Aug-2017 09:00 pm,27.31
17-Aug-2017 09:00 pm to 17-Aug-2017 10:00 pm,27.94
17-Aug-2017 10:00 pm to 17-Aug-2017 11:00 pm,28.24
17-Aug-2017 11:00 pm to 18-Aug-2017 12:00 am,28.15
18-Aug-2017 12:00 am to 18-Aug-2017 01:00 am,28.04
18-Aug-2017 01:00 am to 18-Aug-2017 02:00 am,27.97
18-Aug-2017 02:00 am to 18-Aug-2017 03:00 am,27.89
18-Aug-2017 03:00 am to 18-Aug-2017 04:00 am,27.91
18-Aug-2017 04:00 am to 18-Aug-2017 05:00 am,28.18
18-Aug-2017 05:00 am to 18-Aug-2017 06:00 am,28.26
18-Aug-2017 06:00 am to 18-Aug-2017 07:00 am,28.58
18-Aug-2017 07:00 am to 18-Aug-2017 08:00 am,29.36
18-Aug-2017 08:00 am to 18-Aug-2017 09:00 am,29.57
18-Aug-2017 09:00 am to 18-Aug-2017 10:00 am,31.24
18-Aug-2017 10:00 am to 18-Aug-2017 11:00 am,30.69
18-Aug-2017 11:00 am to 18-Aug-2017 12:00 pm,32.36
18-Aug-2017 12:00 pm to 18-Aug-2017 01:00 pm,31.81
18-Aug-2017 01:00 pm to 18-Aug-2017 02:00 pm,29.89
18-Aug-2017 02:00 pm to 18-Aug-2017 03:00 pm,28.29
18-Aug-2017 03:00 pm to 18-Aug-2017 04:00 pm,28.49
18-Aug-2017 04:00 pm to 18-Aug-2017 05:00 pm,28.04
18-Aug-2017 05:00 pm to 18-Aug-2017 06:00 pm,28.76
18-Aug-2017 06:00 pm to 18-Aug-2017 07:00 pm,27.89
18-Aug-2017 07:00 pm to 18-Aug-2017 08:00 pm,28.03
18-Aug-2017 08:00 pm to 18-Aug-2017 09:00 pm,28.21
18-Aug-2017 09:00 pm to 18-Aug-2017 10:00 pm,28.57
18-Aug-2017 10:00 pm to 18-Aug-2017 11:00 pm,28.36
18-Aug-2017 11:00 pm to 19-Aug-2017 12:00 am,28.08
19-Aug-2017 12:00 am to 19-Aug-2017 01:00 am,28.19
19-Aug-2017 01:00 am to 19-Aug-2017 02:00 am,28.1
19-Aug-2017 02:00 am to 19-Aug-2017 03:00 am,28.02
19-Aug-2017 03:00 am to 19-Aug-2017 04:00 am,27.63
19-Aug-2017 04:00 am to 19-Aug-2017 05:00 am,27.5
19-Aug-2017 05:00 am to 19-Aug-2017 06:00 am,27.88
19-Aug-2017 06:00 am to 19-Aug-2017 07:00 am,28.07
19-Aug-2017 07:00 am to 19-Aug-2017 08:00 am,28.19
19-Aug-2017 08:00 am to 19-Aug-2017 09:00 am,29.44
19-Aug-2017 09:00 am to 19-Aug-2017 10:00 am,30.95
19-Aug-2017 10:00 am to 19-Aug-2017 11:00 am,31.53
19-Aug-2017 11:00 am to 19-Aug-2017 12:00 pm,32.24
19-Aug-2017 12:00 pm to 19-Aug-2017 01:00 pm,30.67
19-Aug-2017 01:00 pm to 19-Aug-2017 02:00 pm,31.99
19-Aug-2017 02:00 pm to 19-Aug-2017 03:00 pm,30.13
19-Aug-2017 03:00 pm to 19-Aug-2017 04:00 pm,30.08
19-Aug-2017 04:00 pm to 19-Aug-2017 05:00 pm,31.36
19-Aug-2017 05:00 pm to 19-Aug-2017 06:00 pm,30.77
19-Aug-2017 06:00 pm to 19-Aug-2017 07:00 pm,30.04
19-Aug-2017 07:00 pm to 19-Aug-2017 08:00 pm,29.27
19-Aug-2017 08:00 pm to 19-Aug-2017 09:00 pm,28.9
19-Aug-2017 09:00 pm to 19-Aug-2017 10:00 pm,28.37
19-Aug-2017 10:00 pm to 19-Aug-2017 11:00 pm,28.42
19-Aug-2017 11:00 pm to 20-Aug-2017 12:00 am,28.45
20-Aug-2017 12:00 am to 20-Aug-2017 01:00 am,28.23
20-Aug-2017 01:00 am to 20-Aug-2017 02:00 am,27.65
20-Aug-2017 02:00 am to 20-Aug-2017 03:00 am,27.59
20-Aug-2017 03:00 am to 20-Aug-2017 04:00 am,27.24
20-Aug-2017 04:00 am to 20-Aug-2017 05:00 am,27.26
20-Aug-2017 05:00 am to 20-Aug-2017 06:00 am,27.46
20-Aug-2017 06:00 am to 20-Aug-2017 07:00 am,27.97
20-Aug-2017 07:00 am to 20-Aug-2017 08:00 am,29.1
20-Aug-2017 08:00 am to 20-Aug-2017 09:00 am,30.36
20-Aug-2017 09:00 am to 20-Aug-2017 10:00 am,31.13
20-Aug-2017 10:00 am to 20-Aug-2017 11:00 am,28.89
20-Aug-2017 11:00 am to 20-Aug-2017 12:00 pm,32.26
20-Aug-2017 12:00 pm to 20-Aug-2017 01:00 pm,32.88
20-Aug-2017 01:00 pm to 20-Aug-2017 02:00 pm,32.36
20-Aug-2017 02:00 pm to 20-Aug-2017 03:00 pm,31.29
20-Aug-2017 03:00 pm to 20-Aug-2017 04:00 pm,31.84
20-Aug-2017 04:00 pm to 20-Aug-2017 05:00 pm,31.22
20-Aug-2017 05:00 pm to 20-Aug-2017 06:00 pm,31.74
20-Aug-2017 06:00 pm to 20-Aug-2017 07:00 pm,30.95
20-Aug-2017 07:00 pm to 20-Aug-2017 08:00 pm,30
20-Aug-2017 08:00 pm to 20-Aug-2017 09:00 pm,29.49
20-Aug-2017 09:00 pm to 20-Aug-2017 10:00 pm,28.99
20-Aug-2017 10:00 pm to 20-Aug-2017 11:00 pm,28.63
20-Aug-2017 11:00 pm to 21-Aug-2017 12:00 am,28.54
21-Aug-2017 12:00 am to 21-Aug-2017 01:00 am,28.37
21-Aug-2017 01:00 am to 21-Aug-2017 02:00 am,28.25
21-Aug-2017 02:00 am to 21-Aug-2017 03:00 am,27.92
21-Aug-2017 03:00 am to 21-Aug-2017 04:00 am,27.96
21-Aug-2017 04:00 am to 21-Aug-2017 05:00 am,27.83
21-Aug-2017 05:00 am to 21-Aug-2017 06:00 am,27.95
21-Aug-2017 06:00 am to 21-Aug-2017 07:00 am,28.05
21-Aug-2017 07:00 am to 21-Aug-2017 08:00 am,28.87
21-Aug-2017 08:00 am to 21-Aug-2017 09:00 am,31.51
21-Aug-2017 09:00 am to 21-Aug-2017 10:00 am,34.04
21-Aug-2017 10:00 am to 21-Aug-2017 11:00 am,34.12
21-Aug-2017 11:00 am to 21-Aug-2017 12:00 pm,34.57
21-Aug-2017 12:00 pm to 21-Aug-2017 01:00 pm,36.73
21-Aug-2017 01:00 pm to 21-Aug-2017 02:00 pm,36.29
21-Aug-2017 02:00 pm to 21-Aug-2017 03:00 pm,34.82
21-Aug-2017 03:00 pm to 21-Aug-2017 04:00 pm,36.11
21-Aug-2017 04:00 pm to 21-Aug-2017 05:00 pm,34.55
21-Aug-2017 05:00 pm to 21-Aug-2017 06:00 pm,33.21
21-Aug-2017 06:00 pm to 21-Aug-2017 07:00 pm,31.93
21-Aug-2017 07:00 pm to 21-Aug-2017 08:00 pm,31.64
21-Aug-2017 08:00 pm to 21-Aug-2017 09:00 pm,30.82
21-Aug-2017 09:00 pm to 21-Aug-2017 10:00 pm,30.32
21-Aug-2017 10:00 pm to 21-Aug-2017 11:00 pm,29.7
21-Aug-2017 11:00 pm to 22-Aug-2017 12:00 am,29.51
22-Aug-2017 12:00 am to 22-Aug-2017 01:00 am,29.35
22-Aug-2017 01:00 am to 22-Aug-2017 02:00 am,28.54
22-Aug-2017 02:00 am to 22-Aug-2017 03:00 am,27.19
22-Aug-2017 03:00 am to 22-Aug-2017 04:00 am,28.09
22-Aug-2017 04:00 am to 22-Aug-2017 05:00 am,28.71
22-Aug-2017 05:00 am to 22-Aug-2017 06:00 am,28.58
22-Aug-2017 06:00 am to 22-Aug-2017 07:00 am,28.68
22-Aug-2017 07:00 am to 22-Aug-2017 08:00 am,28.95
22-Aug-2017 08:00 am to 22-Aug-2017 09:00 am,31.18
22-Aug-2017 09:00 am to 22-Aug-2017 10:00 am,33.55
22-Aug-2017 10:00 am to 22-Aug-2017 11:00 am,32.42
22-Aug-2017 11:00 am to 22-Aug-2017 12:00 pm,33.36
22-Aug-2017 12:00 pm to 22-Aug-2017 01:00 pm,33.42
22-Aug-2017 01:00 pm to 22-Aug-2017 02:00 pm,34.12
22-Aug-2017 02:00 pm to 22-Aug-2017 03:00 pm,34.56
22-Aug-2017 03:00 pm to 22-Aug-2017 04:00 pm,34.57
22-Aug-2017 04:00 pm to 22-Aug-2017 05:00 pm,34.6
22-Aug-2017 05:00 pm to 22-Aug-2017 06:00 pm,34.21
22-Aug-2017 06:00 pm to 22-Aug-2017 07:00 pm,33.55
22-Aug-2017 07:00 pm to 22-Aug-2017 08:00 pm,32.78
22-Aug-2017 08:00 pm to 22-Aug-2017 09:00 pm,32.08
22-Aug-2017 09:00 pm to 22-Aug-2017 10:00 pm,31.96
22-Aug-2017 10:00 pm to 22-Aug-2017 11:00 pm,31.41
22-Aug-2017 11:00 pm to 23-Aug-2017 12:00 am,30.85
23-Aug-2017 12:00 am to 23-Aug-2017 01:00 am,30.01
23-Aug-2017 01:00 am to 23-Aug-2017 02:00 am,29.94
23-Aug-2017 02:00 am to 23-Aug-2017 03:00 am,29.62
23-Aug-2017 03:00 am to 23-Aug-2017 04:00 am,29.44
23-Aug-2017 04:00 am to 23-Aug-2017 05:00 am,29.51
23-Aug-2017 05:00 am to 23-Aug-2017 06:00 am,30.01
23-Aug-2017 06:00 am to 23-Aug-2017 07:00 am,29.75
23-Aug-2017 07:00 am to 23-Aug-2017 08:00 am,30.48
23-Aug-2017 08:00 am to 23-Aug-2017 09:00 am,31.38
23-Aug-2017 09:00 am to 23-Aug-2017 10:00 am,32.32
23-Aug-2017 10:00 am to 23-Aug-2017 11:00 am,34.25
23-Aug-2017 11:00 am to 23-Aug-2017 12:00 pm,34.17
23-Aug-2017 12:00 pm to 23-Aug-2017 01:00 pm,34.76
23-Aug-2017 01:00 pm to 23-Aug-2017 02:00 pm,34.52
23-Aug-2017 02:00 pm to 23-Aug-2017 03:00 pm,31.64
23-Aug-2017 03:00 pm to 23-Aug-2017 04:00 pm,32.31
23-Aug-2017 04:00 pm to 23-Aug-2017 05:00 pm,33.32
23-Aug-2017 05:00 pm to 23-Aug-2017 06:00 pm,32.39
23-Aug-2017 06:00 pm to 23-Aug-2017 07:00 pm,31.45
23-Aug-2017 07:00 pm to 23-Aug-2017 08:00 pm,31.38
23-Aug-2017 08:00 pm to 23-Aug-2017 09:00 pm,30.82
23-Aug-2017 09:00 pm to 23-Aug-2017 10:00 pm,30.38
23-Aug-2017 10:00 pm to 23-Aug-2017 11:00 pm,29.98
23-Aug-2017 11:00 pm to 24-Aug-2017 12:00 am,30.09
24-Aug-2017 12:00 am to 24-Aug-2017 01:00 am,30.14
24-Aug-2017 01:00 am to 24-Aug-2017 02:00 am,29.54
24-Aug-2017 02:00 am to 24-Aug-2017 03:00 am,29.34
24-Aug-2017 03:00 am to 24-Aug-2017 04:00 am,29.22
24-Aug-2017 04:00 am to 24-Aug-2017 05:00 am,28.65
24-Aug-2017 05:00 am to 24-Aug-2017 06:00 am,28.43
24-Aug-2017 06:00 am to 24-Aug-2017 07:00 am,28.86
24-Aug-2017 07:00 am to 24-Aug-2017 08:00 am,30.73
24-Aug-2017 08:00 am to 24-Aug-2017 09:00 am,30.59
24-Aug-2017 09:00 am to 24-Aug-2017 10:00 am,31.5
24-Aug-2017 10:00 am to 24-Aug-2017 11:00 am,32.71
24-Aug-2017 11:00 am to 24-Aug-2017 12:00 pm,34.32
24-Aug-2017 12:00 pm to 24-Aug-2017 01:00 pm,34.28
24-Aug-2017 01:00 pm to 24-Aug-2017 02:00 pm,34.07
24-Aug-2017 02:00 pm to 24-Aug-2017 03:00 pm,34.6
24-Aug-2017 03:00 pm to 24-Aug-2017 04:00 pm,33.86
24-Aug-2017 04:00 pm to 24-Aug-2017 05:00 pm,34.57
24-Aug-2017 05:00 pm to 24-Aug-2017 06:00 pm,29.48
24-Aug-2017 06:00 pm to 24-Aug-2017 07:00 pm,28.36
24-Aug-2017 07:00 pm to 24-Aug-2017 08:00 pm,28.66
24-Aug-2017 08:00 pm to 24-Aug-2017 09:00 pm,28.99
24-Aug-2017 09:00 pm to 24-Aug-2017 10:00 pm,28.92
24-Aug-2017 10:00 pm to 24-Aug-2017 11:00 pm,28.96
24-Aug-2017 11:00 pm to 25-Aug-2017 12:00 am,29.38
25-Aug-2017 12:00 am to 25-Aug-2017 01:00 am,29.19
25-Aug-2017 01:00 am to 25-Aug-2017 02:00 am,27.96
25-Aug-2017 02:00 am to 25-Aug-2017 03:00 am,28.56
25-Aug-2017 03:00 am to 25-Aug-2017 04:00 am,28.57
25-Aug-2017 04:00 am to 25-Aug-2017 05:00 am,29.04
25-Aug-2017 05:00 am to 25-Aug-2017 06:00 am,28.85
25-Aug-2017 06:00 am to 25-Aug-2017 07:00 am,29.25
25-Aug-2017 07:00 am to 25-Aug-2017 08:00 am,31.39
25-Aug-2017 08:00 am to 25-Aug-2017 09:00 am,32.7
25-Aug-2017 09:00 am to 25-Aug-2017 10:00 am,33.78
25-Aug-2017 10:00 am to 25-Aug-2017 11:00 am,34.58
25-Aug-2017 11:00 am to 25-Aug-2017 12:00 pm,35.22
25-Aug-2017 12:00 pm to 25-Aug-2017 01:00 pm,33.87
25-Aug-2017 01:00 pm to 25-Aug-2017 02:00 pm,34.85
25-Aug-2017 02:00 pm to 25-Aug-2017 03:00 pm,34.04
25-Aug-2017 03:00 pm to 25-Aug-2017 04:00 pm,34.15
25-Aug-2017 04:00 pm to 25-Aug-2017 05:00 pm,32.96
25-Aug-2017 05:00 pm to 25-Aug-2017 06:00 pm,30.33
25-Aug-2017 06:00 pm to 25-Aug-2017 07:00 pm,30.04
25-Aug-2017 07:00 pm to 25-Aug-2017 08:00 pm,29.61
25-Aug-2017 08:00 pm to 25-Aug-2017 09:00 pm,29.44
25-Aug-2017 09:00 pm to 25-Aug-2017 10:00 pm,29.47
25-Aug-2017 10:00 pm to 25-Aug-2017 11:00 pm,29.2
25-Aug-2017 11:00 pm to 26-Aug-2017 12:00 am,28.47
26-Aug-2017 12:00 am to 26-Aug-2017 01:00 am,28.78
26-Aug-2017 01:00 am to 26-Aug-2017 02:00 am,28.54
26-Aug-2017 02:00 am to 26-Aug-2017 03:00 am,28.22
26-Aug-2017 03:00 am to 26-Aug-2017 04:00 am,28.27
26-Aug-2017 04:00 am to 26-Aug-2017 05:00 am,27.93
26-Aug-2017 05:00 am to 26-Aug-2017 06:00 am,27.89
26-Aug-2017 06:00 am to 26-Aug-2017 07:00 am,27.83
26-Aug-2017 07:00 am to 26-Aug-2017 08:00 am,29.53
26-Aug-2017 08:00 am to 26-Aug-2017 09:00 am,31.04
26-Aug-2017 09:00 am to 26-Aug-2017 10:00 am,34.01
26-Aug-2017 10:00 am to 26-Aug-2017 11:00 am,34.58
26-Aug-2017 11:00 am to 26-Aug-2017 12:00 pm,35.67
26-Aug-2017 12:00 pm to 26-Aug-2017 01:00 pm,36.24
26-Aug-2017 01:00 pm to 26-Aug-2017 02:00 pm,35.27
26-Aug-2017 02:00 pm to 26-Aug-2017 03:00 pm,35.39
26-Aug-2017 03:00 pm to 26-Aug-2017 04:00 pm,34.92
26-Aug-2017 04:00 pm to 26-Aug-2017 05:00 pm,33.77
26-Aug-2017 05:00 pm to 26-Aug-2017 06:00 pm,32.64
26-Aug-2017 06:00 pm to 26-Aug-2017 07:00 pm,31.78
26-Aug-2017 07:00 pm to 26-Aug-2017 08:00 pm,31.12
26-Aug-2017 08:00 pm to 26-Aug-2017 09:00 pm,30.79
26-Aug-2017 09:00 pm to 26-Aug-2017 10:00 pm,30.43
26-Aug-2017 10:00 pm to 26-Aug-2017 11:00 pm,30.35
26-Aug-2017 11:00 pm to 27-Aug-2017 12:00 am,29.82
27-Aug-2017 12:00 am to 27-Aug-2017 01:00 am,28.76
27-Aug-2017 01:00 am to 27-Aug-2017 02:00 am,28.64
27-Aug-2017 02:00 am to 27-Aug-2017 03:00 am,28.9
27-Aug-2017 03:00 am to 27-Aug-2017 04:00 am,28.78
27-Aug-2017 04:00 am to 27-Aug-2017 05:00 am,28.64
27-Aug-2017 05:00 am to 27-Aug-2017 06:00 am,29.01
27-Aug-2017 06:00 am to 27-Aug-2017 07:00 am,28.91
27-Aug-2017 07:00 am to 27-Aug-2017 08:00 am,29.19
27-Aug-2017 08:00 am to 27-Aug-2017 09:00 am,31.53
27-Aug-2017 09:00 am to 27-Aug-2017 10:00 am,32.78
27-Aug-2017 10:00 am to 27-Aug-2017 11:00 am,33.3
27-Aug-2017 11:00 am to 27-Aug-2017 12:00 pm,32.9
27-Aug-2017 12:00 pm to 27-Aug-2017 01:00 pm,33.48
27-Aug-2017 01:00 pm to 27-Aug-2017 02:00 pm,31.32
27-Aug-2017 02:00 pm to 27-Aug-2017 03:00 pm,30.16
27-Aug-2017 03:00 pm to 27-Aug-2017 04:00 pm,30.82
27-Aug-2017 04:00 pm to 27-Aug-2017 05:00 pm,30.67
27-Aug-2017 05:00 pm to 27-Aug-2017 06:00 pm,30.1
27-Aug-2017 06:00 pm to 27-Aug-2017 07:00 pm,29.91
27-Aug-2017 07:00 pm to 27-Aug-2017 08:00 pm,29.19
27-Aug-2017 08:00 pm to 27-Aug-2017 09:00 pm,29.04
27-Aug-2017 09:00 pm to 27-Aug-2017 10:00 pm,29.36
27-Aug-2017 10:00 pm to 27-Aug-2017 11:00 pm,29.3
27-Aug-2017 11:00 pm to 28-Aug-2017 12:00 am,28.73
28-Aug-2017 12:00 am to 28-Aug-2017 01:00 am,28.94
28-Aug-2017 01:00 am to 28-Aug-2017 02:00 am,28.89
28-Aug-2017 02:00 am to 28-Aug-2017 03:00 am,28.65
28-Aug-2017 03:00 am to 28-Aug-2017 04:00 am,27.76
28-Aug-2017 04:00 am to 28-Aug-2017 05:00 am,26.77
28-Aug-2017 05:00 am to 28-Aug-2017 06:00 am,26.58
28-Aug-2017 06:00 am to 28-Aug-2017 07:00 am,28.07
28-Aug-2017 07:00 am to 28-Aug-2017 08:00 am,28.47
28-Aug-2017 08:00 am to 28-Aug-2017 09:00 am,27.95
28-Aug-2017 09:00 am to 28-Aug-2017 10:00 am,28.14
28-Aug-2017 10:00 am to 28-Aug-2017 11:00 am,30.29
28-Aug-2017 11:00 am to 28-Aug-2017 12:00 pm,30.44
28-Aug-2017 12:00 pm to 28-Aug-2017 01:00 pm,30.42
28-Aug-2017 01:00 pm to 28-Aug-2017 02:00 pm,30.34
28-Aug-2017 02:00 pm to 28-Aug-2017 03:00 pm,31.98
28-Aug-2017 03:00 pm to 28-Aug-2017 04:00 pm,32
28-Aug-2017 04:00 pm to 28-Aug-2017 05:00 pm,32.03
28-Aug-2017 05:00 pm to 28-Aug-2017 06:00 pm,30.83
28-Aug-2017 06:00 pm to 28-Aug-2017 07:00 pm,29.86
28-Aug-2017 07:00 pm to 28-Aug-2017 08:00 pm,29.32
28-Aug-2017 08:00 pm to 28-Aug-2017 09:00 pm,29.07
28-Aug-2017 09:00 pm to 28-Aug-2017 10:00 pm,29.07
28-Aug-2017 10:00 pm to 28-Aug-2017 11:00 pm,28.88
28-Aug-2017 11:00 pm to 29-Aug-2017 12:00 am,28.73
29-Aug-2017 12:00 am to 29-Aug-2017 01:00 am,28.15
29-Aug-2017 01:00 am to 29-Aug-2017 02:00 am,27.86
29-Aug-2017 02:00 am to 29-Aug-2017 03:00 am,27.79
29-Aug-2017 03:00 am to 29-Aug-2017 04:00 am,27.96
29-Aug-2017 04:00 am to 29-Aug-2017 05:00 am,27.8
29-Aug-2017 05:00 am to 29-Aug-2017 06:00 am,27.98
29-Aug-2017 06:00 am to 29-Aug-2017 07:00 am,27.95
29-Aug-2017 07:00 am to 29-Aug-2017 08:00 am,27.98
29-Aug-2017 08:00 am to 29-Aug-2017 09:00 am,28.16
29-Aug-2017 09:00 am to 29-Aug-2017 10:00 am,28.89
29-Aug-2017 10:00 am to 29-Aug-2017 11:00 am,29.88
29-Aug-2017 11:00 am to 29-Aug-2017 12:00 pm,30.5
29-Aug-2017 12:00 pm to 29-Aug-2017 01:00 pm,30.35
29-Aug-2017 01:00 pm to 29-Aug-2017 02:00 pm,30.65
29-Aug-2017 02:00 pm to 29-Aug-2017 03:00 pm,31.03
29-Aug-2017 03:00 pm to 29-Aug-2017 04:00 pm,30.66
29-Aug-2017 04:00 pm to 29-Aug-2017 05:00 pm,30.3
29-Aug-2017 05:00 pm to 29-Aug-2017 06:00 pm,29.8
29-Aug-2017 06:00 pm to 29-Aug-2017 07:00 pm,29.61
29-Aug-2017 07:00 pm to 29-Aug-2017 08:00 pm,29.43
29-Aug-2017 08:00 pm to 29-Aug-2017 09:00 pm,29.28
29-Aug-2017 09:00 pm to 29-Aug-2017 10:00 pm,29.22
29-Aug-2017 10:00 pm to 29-Aug-2017 11:00 pm,29.02
29-Aug-2017 11:00 pm to 30-Aug-2017 12:00 am,28.65
30-Aug-2017 12:00 am to 30-Aug-2017 01:00 am,28.69
30-Aug-2017 01:00 am to 30-Aug-2017 02:00 am,28.51
30-Aug-2017 02:00 am to 30-Aug-2017 03:00 am,28.31
30-Aug-2017 03:00 am to 30-Aug-2017 04:00 am,28.1
30-Aug-2017 04:00 am to 30-Aug-2017 05:00 am,28.08
30-Aug-2017 05:00 am to 30-Aug-2017 06:00 am,27.56
30-Aug-2017 06:00 am to 30-Aug-2017 07:00 am,28.11
30-Aug-2017 07:00 am to 30-Aug-2017 08:00 am,29.65
30-Aug-2017 08:00 am to 30-Aug-2017 09:00 am,31.71
30-Aug-2017 09:00 am to 30-Aug-2017 10:00 am,34.63
30-Aug-2017 10:00 am to 30-Aug-2017 11:00 am,35.35
30-Aug-2017 11:00 am to 30-Aug-2017 12:00 pm,35.2
30-Aug-2017 12:00 pm to 30-Aug-2017 01:00 pm,35.18
30-Aug-2017 01:00 pm to 30-Aug-2017 02:00 pm,35.06
30-Aug-2017 02:00 pm to 30-Aug-2017 03:00 pm,35.47
30-Aug-2017 03:00 pm to 30-Aug-2017 04:00 pm,35.1
30-Aug-2017 04:00 pm to 30-Aug-2017 05:00 pm,36.58
30-Aug-2017 05:00 pm to 30-Aug-2017 06:00 pm,34.7
30-Aug-2017 06:00 pm to 30-Aug-2017 07:00 pm,33.32
30-Aug-2017 07:00 pm to 30-Aug-2017 08:00 pm,32.15
30-Aug-2017 08:00 pm to 30-Aug-2017 09:00 pm,31.32
30-Aug-2017 09:00 pm to 30-Aug-2017 10:00 pm,31.03
30-Aug-2017 10:00 pm to 30-Aug-2017 11:00 pm,30.68
30-Aug-2017 11:00 pm to 31-Aug-2017 12:00 am,30.48
31-Aug-2017 12:00 am to 31-Aug-2017 01:00 am,29.76
31-Aug-2017 01:00 am to 31-Aug-2017 02:00 am,30.35
31-Aug-2017 02:00 am to 31-Aug-2017 03:00 am,28.76
31-Aug-2017 03:00 am to 31-Aug-2017 04:00 am,28.61
31-Aug-2017 04:00 am to 31-Aug-2017 05:00 am,29.41
31-Aug-2017 05:00 am to 31-Aug-2017 06:00 am,29.35
31-Aug-2017 06:00 am to 31-Aug-2017 07:00 am,30.12
31-Aug-2017 07:00 am to 31-Aug-2017 08:00 am,32.23
31-Aug-2017 08:00 am to 31-Aug-2017 09:00 am,32.95
31-Aug-2017 09:00 am to 31-Aug-2017 10:00 am,34.88
31-Aug-2017 10:00 am to 31-Aug-2017 11:00 am,33.03
31-Aug-2017 11:00 am to 31-Aug-2017 12:00 pm,34.4
31-Aug-2017 12:00 pm to 31-Aug-2017 01:00 pm,35.97
31-Aug-2017 01:00 pm to 31-Aug-2017 02:00 pm,36.47
31-Aug-2017 02:00 pm to 31-Aug-2017 03:00 pm,36
31-Aug-2017 03:00 pm to 31-Aug-2017 04:00 pm,34.84
31-Aug-2017 04:00 pm to 31-Aug-2017 05:00 pm,30.17
31-Aug-2017 05:00 pm to 31-Aug-2017 06:00 pm,29.28
31-Aug-2017 06:00 pm to 31-Aug-2017 07:00 pm,28
31-Aug-2017 07:00 pm to 31-Aug-2017 08:00 pm,28.91
31-Aug-2017 08:00 pm to 31-Aug-2017 09:00 pm,29.43
31-Aug-2017 09:00 pm to 31-Aug-2017 10:00 pm,29.62
31-Aug-2017 10:00 pm to 31-Aug-2017 11:00 pm,30.08
31-Aug-2017 11:00 pm to 01-Sep-2017 12:00 am,29.84
01-Sep-2017 12:00 am to 01-Sep-2017 01:00 am,29.07
01-Sep-2017 01:00 am to 01-Sep-2017 02:00 am,29.97
01-Sep-2017 02:00 am to 01-Sep-2017 03:00 am,29.82
01-Sep-2017 03:00 am to 01-Sep-2017 04:00 am,29.5
01-Sep-2017 04:00 am to 01-Sep-2017 05:00 am,29.34
01-Sep-2017 05:00 am to 01-Sep-2017 06:00 am,29.61
01-Sep-2017 06:00 am to 01-Sep-2017 07:00 am,29.83
01-Sep-2017 07:00 am to 01-Sep-2017 08:00 am,31.47
01-Sep-2017 08:00 am to 01-Sep-2017 09:00 am,32.54
01-Sep-2017 09:00 am to 01-Sep-2017 10:00 am,33.16
01-Sep-2017 10:00 am to 01-Sep-2017 11:00 am,34.13
01-Sep-2017 11:00 am to 01-Sep-2017 12:00 pm,34.84
01-Sep-2017 12:00 pm to 01-Sep-2017 01:00 pm,36.08
01-Sep-2017 01:00 pm to 01-Sep-2017 02:00 pm,36.32
01-Sep-2017 02:00 pm to 01-Sep-2017 03:00 pm,36.25
01-Sep-2017 03:00 pm to 01-Sep-2017 04:00 pm,29.94
01-Sep-2017 04:00 pm to 01-Sep-2017 05:00 pm,27.26
01-Sep-2017 05:00 pm to 01-Sep-2017 06:00 pm,27.53
01-Sep-2017 06:00 pm to 01-Sep-2017 07:00 pm,27.6
01-Sep-2017 07:00 pm to 01-Sep-2017 08:00 pm,27.88
01-Sep-2017 08:00 pm to 01-Sep-2017 09:00 pm,27.96
01-Sep-2017 09:00 pm to 01-Sep-2017 10:00 pm,28.08
01-Sep-2017 10:00 pm to 01-Sep-2017 11:00 pm,27.87
01-Sep-2017 11:00 pm to 02-Sep-2017 12:00 am,27.23
02-Sep-2017 12:00 am to 02-Sep-2017 01:00 am,27.38
02-Sep-2017 01:00 am to 02-Sep-2017 02:00 am,27.81
02-Sep-2017 02:00 am to 02-Sep-2017 03:00 am,28.08
02-Sep-2017 03:00 am to 02-Sep-2017 04:00 am,28.31
02-Sep-2017 04:00 am to 02-Sep-2017 05:00 am,28.22
02-Sep-2017 05:00 am to 02-Sep-2017 06:00 am,28.21
02-Sep-2017 06:00 am to 02-Sep-2017 07:00 am,27.54
02-Sep-2017 07:00 am to 02-Sep-2017 08:00 am,27.28
02-Sep-2017 08:00 am to 02-Sep-2017 09:00 am,27.35
