Time,Temp. (Degree Celcius)
07-Oct-2017 02:00 am to 07-Oct-2017 03:00 am,27.37
07-Oct-2017 03:00 am to 07-Oct-2017 04:00 am,27.49
07-Oct-2017 04:00 am to 07-Oct-2017 05:00 am,27.47
07-Oct-2017 05:00 am to 07-Oct-2017 06:00 am,27.22
07-Oct-2017 06:00 am to 07-Oct-2017 07:00 am,27.43
07-Oct-2017 07:00 am to 07-Oct-2017 08:00 am,28.86
07-Oct-2017 08:00 am to 07-Oct-2017 09:00 am,31.22
07-Oct-2017 09:00 am to 07-Oct-2017 10:00 am,31.81
07-Oct-2017 10:00 am to 07-Oct-2017 11:00 am,34.16
07-Oct-2017 11:00 am to 07-Oct-2017 12:00 pm,35.01
07-Oct-2017 12:00 pm to 07-Oct-2017 01:00 pm,35.22
07-Oct-2017 01:00 pm to 07-Oct-2017 02:00 pm,35.02
07-Oct-2017 02:00 pm to 07-Oct-2017 03:00 pm,34.96
07-Oct-2017 03:00 pm to 07-Oct-2017 04:00 pm,34.17
07-Oct-2017 04:00 pm to 07-Oct-2017 05:00 pm,33.88
07-Oct-2017 05:00 pm to 07-Oct-2017 06:00 pm,32.67
07-Oct-2017 06:00 pm to 07-Oct-2017 07:00 pm,31.28
07-Oct-2017 07:00 pm to 07-Oct-2017 08:00 pm,30.43
07-Oct-2017 08:00 pm to 07-Oct-2017 09:00 pm,30.2
07-Oct-2017 09:00 pm to 07-Oct-2017 10:00 pm,30.23
07-Oct-2017 10:00 pm to 07-Oct-2017 11:00 pm,30.21
07-Oct-2017 11:00 pm to 08-Oct-2017 12:00 am,29.66
08-Oct-2017 12:00 am to 08-Oct-2017 01:00 am,28.74
08-Oct-2017 01:00 am to 08-Oct-2017 02:00 am,28.83
08-Oct-2017 02:00 am to 08-Oct-2017 03:00 am,28.46
08-Oct-2017 03:00 am to 08-Oct-2017 04:00 am,28.61
08-Oct-2017 04:00 am to 08-Oct-2017 05:00 am,28.7
08-Oct-2017 05:00 am to 08-Oct-2017 06:00 am,28.29
08-Oct-2017 06:00 am to 08-Oct-2017 07:00 am,28.28
08-Oct-2017 07:00 am to 08-Oct-2017 08:00 am,30.27
08-Oct-2017 08:00 am to 08-Oct-2017 09:00 am,32.19
08-Oct-2017 09:00 am to 08-Oct-2017 10:00 am,33.4
08-Oct-2017 10:00 am to 08-Oct-2017 11:00 am,31.41
08-Oct-2017 11:00 am to 08-Oct-2017 12:00 pm,28.59
08-Oct-2017 12:00 pm to 08-Oct-2017 01:00 pm,28.82
08-Oct-2017 01:00 pm to 08-Oct-2017 02:00 pm,28.97
08-Oct-2017 02:00 pm to 08-Oct-2017 03:00 pm,27.22
08-Oct-2017 03:00 pm to 08-Oct-2017 04:00 pm,27.92
08-Oct-2017 04:00 pm to 08-Oct-2017 05:00 pm,28.52
08-Oct-2017 05:00 pm to 08-Oct-2017 06:00 pm,28.6
08-Oct-2017 06:00 pm to 08-Oct-2017 07:00 pm,29.09
08-Oct-2017 07:00 pm to 08-Oct-2017 08:00 pm,29.25
08-Oct-2017 08:00 pm to 08-Oct-2017 09:00 pm,28.78
08-Oct-2017 09:00 pm to 08-Oct-2017 10:00 pm,28.19
08-Oct-2017 10:00 pm to 08-Oct-2017 11:00 pm,28.12
08-Oct-2017 11:00 pm to 09-Oct-2017 12:00 am,28.34
09-Oct-2017 12:00 am to 09-Oct-2017 01:00 am,28.22
09-Oct-2017 01:00 am to 09-Oct-2017 02:00 am,28.28
09-Oct-2017 02:00 am to 09-Oct-2017 03:00 am,28.16
09-Oct-2017 03:00 am to 09-Oct-2017 04:00 am,27.98
09-Oct-2017 04:00 am to 09-Oct-2017 05:00 am,28.19
09-Oct-2017 05:00 am to 09-Oct-2017 06:00 am,27.37
09-Oct-2017 06:00 am to 09-Oct-2017 07:00 am,26.89
09-Oct-2017 07:00 am to 09-Oct-2017 08:00 am,29.61
09-Oct-2017 08:00 am to 09-Oct-2017 09:00 am,31.34
09-Oct-2017 09:00 am to 09-Oct-2017 10:00 am,31.8
09-Oct-2017 10:00 am to 09-Oct-2017 11:00 am,32.78
09-Oct-2017 11:00 am to 09-Oct-2017 12:00 pm,33.68
09-Oct-2017 12:00 pm to 09-Oct-2017 01:00 pm,34.38
09-Oct-2017 01:00 pm to 09-Oct-2017 02:00 pm,32.8
09-Oct-2017 02:00 pm to 09-Oct-2017 03:00 pm,33.08
09-Oct-2017 03:00 pm to 09-Oct-2017 04:00 pm,33.72
09-Oct-2017 04:00 pm to 09-Oct-2017 05:00 pm,32.65
09-Oct-2017 05:00 pm to 09-Oct-2017 06:00 pm,31.14
09-Oct-2017 06:00 pm to 09-Oct-2017 07:00 pm,30.59
09-Oct-2017 07:00 pm to 09-Oct-2017 08:00 pm,30.23
09-Oct-2017 08:00 pm to 09-Oct-2017 09:00 pm,30.03
09-Oct-2017 09:00 pm to 09-Oct-2017 10:00 pm,28.96
09-Oct-2017 10:00 pm to 09-Oct-2017 11:00 pm,28.01
09-Oct-2017 11:00 pm to 10-Oct-2017 12:00 am,28.78
10-Oct-2017 12:00 am to 10-Oct-2017 01:00 am,28.95
10-Oct-2017 01:00 am to 10-Oct-2017 02:00 am,29.2
10-Oct-2017 02:00 am to 10-Oct-2017 03:00 am,28.68
10-Oct-2017 03:00 am to 10-Oct-2017 04:00 am,29.02
10-Oct-2017 04:00 am to 10-Oct-2017 05:00 am,28.63
10-Oct-2017 05:00 am to 10-Oct-2017 06:00 am,28.33
10-Oct-2017 06:00 am to 10-Oct-2017 07:00 am,28.24
10-Oct-2017 07:00 am to 10-Oct-2017 08:00 am,29.34
10-Oct-2017 08:00 am to 10-Oct-2017 09:00 am,31.12
10-Oct-2017 09:00 am to 10-Oct-2017 10:00 am,32.79
10-Oct-2017 10:00 am to 10-Oct-2017 11:00 am,33.19
10-Oct-2017 11:00 am to 10-Oct-2017 12:00 pm,33.78
10-Oct-2017 12:00 pm to 10-Oct-2017 01:00 pm,33.85
10-Oct-2017 01:00 pm to 10-Oct-2017 02:00 pm,34.09
10-Oct-2017 02:00 pm to 10-Oct-2017 03:00 pm,34.91
10-Oct-2017 03:00 pm to 10-Oct-2017 04:00 pm,35.48
10-Oct-2017 04:00 pm to 10-Oct-2017 05:00 pm,34.87
10-Oct-2017 05:00 pm to 10-Oct-2017 06:00 pm,33.77
10-Oct-2017 06:00 pm to 10-Oct-2017 07:00 pm,32.75
10-Oct-2017 07:00 pm to 10-Oct-2017 08:00 pm,32.13
10-Oct-2017 08:00 pm to 10-Oct-2017 09:00 pm,31.56
10-Oct-2017 09:00 pm to 10-Oct-2017 10:00 pm,31.22
10-Oct-2017 10:00 pm to 10-Oct-2017 11:00 pm,30.96
10-Oct-2017 11:00 pm to 11-Oct-2017 12:00 am,30.51
11-Oct-2017 12:00 am to 11-Oct-2017 01:00 am,29.75
11-Oct-2017 01:00 am to 11-Oct-2017 02:00 am,29.54
11-Oct-2017 02:00 am to 11-Oct-2017 03:00 am,29.43
11-Oct-2017 03:00 am to 11-Oct-2017 04:00 am,28.56
11-Oct-2017 04:00 am to 11-Oct-2017 05:00 am,28.8
11-Oct-2017 05:00 am to 11-Oct-2017 06:00 am,28.57
11-Oct-2017 06:00 am to 11-Oct-2017 07:00 am,28.98
11-Oct-2017 07:00 am to 11-Oct-2017 08:00 am,29.44
11-Oct-2017 08:00 am to 11-Oct-2017 09:00 am,31.81
11-Oct-2017 09:00 am to 11-Oct-2017 10:00 am,32.4
11-Oct-2017 10:00 am to 11-Oct-2017 11:00 am,34.19
11-Oct-2017 11:00 am to 11-Oct-2017 12:00 pm,31.37
11-Oct-2017 12:00 pm to 11-Oct-2017 01:00 pm,32.63
11-Oct-2017 01:00 pm to 11-Oct-2017 02:00 pm,34.88
11-Oct-2017 02:00 pm to 11-Oct-2017 03:00 pm,34.09
11-Oct-2017 03:00 pm to 11-Oct-2017 04:00 pm,32.84
11-Oct-2017 04:00 pm to 11-Oct-2017 05:00 pm,32.41
11-Oct-2017 05:00 pm to 11-Oct-2017 06:00 pm,32.14
11-Oct-2017 06:00 pm to 11-Oct-2017 07:00 pm,31.06
11-Oct-2017 07:00 pm to 11-Oct-2017 08:00 pm,30.4
11-Oct-2017 08:00 pm to 11-Oct-2017 09:00 pm,30.35
11-Oct-2017 09:00 pm to 11-Oct-2017 10:00 pm,30.22
11-Oct-2017 10:00 pm to 11-Oct-2017 11:00 pm,29.31
11-Oct-2017 11:00 pm to 12-Oct-2017 12:00 am,29.04
12-Oct-2017 12:00 am to 12-Oct-2017 01:00 am,29.03
12-Oct-2017 01:00 am to 12-Oct-2017 02:00 am,28.74
12-Oct-2017 02:00 am to 12-Oct-2017 03:00 am,28.46
12-Oct-2017 03:00 am to 12-Oct-2017 04:00 am,28.16
12-Oct-2017 04:00 am to 12-Oct-2017 05:00 am,27.85
12-Oct-2017 05:00 am to 12-Oct-2017 06:00 am,27.58
12-Oct-2017 06:00 am to 12-Oct-2017 07:00 am,27.42
12-Oct-2017 07:00 am to 12-Oct-2017 08:00 am,28.85
12-Oct-2017 08:00 am to 12-Oct-2017 09:00 am,30.15
12-Oct-2017 09:00 am to 12-Oct-2017 10:00 am,32.09
12-Oct-2017 10:00 am to 12-Oct-2017 11:00 am,31.63
12-Oct-2017 11:00 am to 12-Oct-2017 12:00 pm,33.8
12-Oct-2017 12:00 pm to 12-Oct-2017 01:00 pm,35.3
12-Oct-2017 01:00 pm to 12-Oct-2017 02:00 pm,36.04
12-Oct-2017 02:00 pm to 12-Oct-2017 03:00 pm,36.22
12-Oct-2017 03:00 pm to 12-Oct-2017 04:00 pm,35.38
12-Oct-2017 04:00 pm to 12-Oct-2017 05:00 pm,34.5
12-Oct-2017 05:00 pm to 12-Oct-2017 06:00 pm,32.82
12-Oct-2017 06:00 pm to 12-Oct-2017 07:00 pm,32.06
12-Oct-2017 07:00 pm to 12-Oct-2017 08:00 pm,31.68
12-Oct-2017 08:00 pm to 12-Oct-2017 09:00 pm,30.93
12-Oct-2017 09:00 pm to 12-Oct-2017 10:00 pm,29.62
12-Oct-2017 10:00 pm to 12-Oct-2017 11:00 pm,30.31
12-Oct-2017 11:00 pm to 13-Oct-2017 12:00 am,29.92
13-Oct-2017 12:00 am to 13-Oct-2017 01:00 am,29.15
13-Oct-2017 01:00 am to 13-Oct-2017 02:00 am,28.71
13-Oct-2017 02:00 am to 13-Oct-2017 03:00 am,29.12
13-Oct-2017 03:00 am to 13-Oct-2017 04:00 am,28.24
13-Oct-2017 04:00 am to 13-Oct-2017 05:00 am,27.64
13-Oct-2017 05:00 am to 13-Oct-2017 06:00 am,28.05
13-Oct-2017 06:00 am to 13-Oct-2017 07:00 am,28.35
13-Oct-2017 07:00 am to 13-Oct-2017 08:00 am,29.2
13-Oct-2017 08:00 am to 13-Oct-2017 09:00 am,30.36
13-Oct-2017 09:00 am to 13-Oct-2017 10:00 am,32.47
13-Oct-2017 10:00 am to 13-Oct-2017 11:00 am,34.3
13-Oct-2017 11:00 am to 13-Oct-2017 12:00 pm,31.72
13-Oct-2017 12:00 pm to 13-Oct-2017 01:00 pm,31.64
13-Oct-2017 01:00 pm to 13-Oct-2017 02:00 pm,34.7
13-Oct-2017 02:00 pm to 13-Oct-2017 03:00 pm,33.56
13-Oct-2017 03:00 pm to 13-Oct-2017 04:00 pm,33.82
13-Oct-2017 04:00 pm to 13-Oct-2017 05:00 pm,33.82
13-Oct-2017 05:00 pm to 13-Oct-2017 06:00 pm,32.47
13-Oct-2017 06:00 pm to 13-Oct-2017 07:00 pm,32.2
13-Oct-2017 07:00 pm to 13-Oct-2017 08:00 pm,31.61
13-Oct-2017 08:00 pm to 13-Oct-2017 09:00 pm,30.54
13-Oct-2017 09:00 pm to 13-Oct-2017 10:00 pm,30.76
13-Oct-2017 10:00 pm to 13-Oct-2017 11:00 pm,30.33
13-Oct-2017 11:00 pm to 14-Oct-2017 12:00 am,29.7
14-Oct-2017 12:00 am to 14-Oct-2017 01:00 am,28.55
14-Oct-2017 01:00 am to 14-Oct-2017 02:00 am,28.6
14-Oct-2017 02:00 am to 14-Oct-2017 03:00 am,28.78
14-Oct-2017 03:00 am to 14-Oct-2017 04:00 am,28.38
14-Oct-2017 04:00 am to 14-Oct-2017 05:00 am,27.51
14-Oct-2017 05:00 am to 14-Oct-2017 06:00 am,27.64
14-Oct-2017 06:00 am to 14-Oct-2017 07:00 am,27.27
14-Oct-2017 07:00 am to 14-Oct-2017 08:00 am,28.52
14-Oct-2017 08:00 am to 14-Oct-2017 09:00 am,30.31
14-Oct-2017 09:00 am to 14-Oct-2017 10:00 am,32.11
14-Oct-2017 10:00 am to 14-Oct-2017 11:00 am,33
14-Oct-2017 11:00 am to 14-Oct-2017 12:00 pm,34.35
14-Oct-2017 12:00 pm to 14-Oct-2017 01:00 pm,34.22
14-Oct-2017 01:00 pm to 14-Oct-2017 02:00 pm,35.56
14-Oct-2017 02:00 pm to 14-Oct-2017 03:00 pm,35.8
14-Oct-2017 03:00 pm to 14-Oct-2017 04:00 pm,32.81
14-Oct-2017 04:00 pm to 14-Oct-2017 05:00 pm,28.99
14-Oct-2017 05:00 pm to 14-Oct-2017 06:00 pm,28.98
14-Oct-2017 06:00 pm to 14-Oct-2017 07:00 pm,28.92
14-Oct-2017 07:00 pm to 14-Oct-2017 08:00 pm,29.11
14-Oct-2017 08:00 pm to 14-Oct-2017 09:00 pm,28.64
14-Oct-2017 09:00 pm to 14-Oct-2017 10:00 pm,28.66
14-Oct-2017 10:00 pm to 14-Oct-2017 11:00 pm,28.6
14-Oct-2017 11:00 pm to 15-Oct-2017 12:00 am,27.78
15-Oct-2017 12:00 am to 15-Oct-2017 01:00 am,27.95
15-Oct-2017 01:00 am to 15-Oct-2017 02:00 am,27.72
15-Oct-2017 02:00 am to 15-Oct-2017 03:00 am,27.61
15-Oct-2017 03:00 am to 15-Oct-2017 04:00 am,27.28
15-Oct-2017 04:00 am to 15-Oct-2017 05:00 am,26.91
15-Oct-2017 05:00 am to 15-Oct-2017 06:00 am,27.27
15-Oct-2017 06:00 am to 15-Oct-2017 07:00 am,27.71
15-Oct-2017 07:00 am to 15-Oct-2017 08:00 am,29.67
15-Oct-2017 08:00 am to 15-Oct-2017 09:00 am,30.49
15-Oct-2017 09:00 am to 15-Oct-2017 10:00 am,31.7
15-Oct-2017 10:00 am to 15-Oct-2017 11:00 am,33.22
15-Oct-2017 11:00 am to 15-Oct-2017 12:00 pm,33.24
15-Oct-2017 12:00 pm to 15-Oct-2017 01:00 pm,33.73
15-Oct-2017 01:00 pm to 15-Oct-2017 02:00 pm,34.58
15-Oct-2017 02:00 pm to 15-Oct-2017 03:00 pm,35.03
15-Oct-2017 03:00 pm to 15-Oct-2017 04:00 pm,34.48
15-Oct-2017 04:00 pm to 15-Oct-2017 05:00 pm,34.34
15-Oct-2017 05:00 pm to 15-Oct-2017 06:00 pm,33.56
15-Oct-2017 06:00 pm to 15-Oct-2017 07:00 pm,32.41
15-Oct-2017 07:00 pm to 15-Oct-2017 08:00 pm,31.18
15-Oct-2017 08:00 pm to 15-Oct-2017 09:00 pm,30.63
15-Oct-2017 09:00 pm to 15-Oct-2017 10:00 pm,29.9
15-Oct-2017 10:00 pm to 15-Oct-2017 11:00 pm,29.44
15-Oct-2017 11:00 pm to 16-Oct-2017 12:00 am,28.29
16-Oct-2017 12:00 am to 16-Oct-2017 01:00 am,27.89
16-Oct-2017 01:00 am to 16-Oct-2017 02:00 am,27.85
16-Oct-2017 02:00 am to 16-Oct-2017 03:00 am,27.68
16-Oct-2017 03:00 am to 16-Oct-2017 04:00 am,27.56
16-Oct-2017 04:00 am to 16-Oct-2017 05:00 am,27.42
16-Oct-2017 05:00 am to 16-Oct-2017 06:00 am,26.86
16-Oct-2017 06:00 am to 16-Oct-2017 07:00 am,27.25
16-Oct-2017 07:00 am to 16-Oct-2017 08:00 am,28.5
16-Oct-2017 08:00 am to 16-Oct-2017 09:00 am,30.35
16-Oct-2017 09:00 am to 16-Oct-2017 10:00 am,32.07
16-Oct-2017 10:00 am to 16-Oct-2017 11:00 am,33.11
16-Oct-2017 11:00 am to 16-Oct-2017 12:00 pm,34.23
16-Oct-2017 12:00 pm to 16-Oct-2017 01:00 pm,35.47
16-Oct-2017 01:00 pm to 16-Oct-2017 02:00 pm,35.77
16-Oct-2017 02:00 pm to 16-Oct-2017 03:00 pm,36.51
16-Oct-2017 03:00 pm to 16-Oct-2017 04:00 pm,36.48
16-Oct-2017 04:00 pm to 16-Oct-2017 05:00 pm,35.35
16-Oct-2017 05:00 pm to 16-Oct-2017 06:00 pm,33.95
16-Oct-2017 06:00 pm to 16-Oct-2017 07:00 pm,32.77
16-Oct-2017 07:00 pm to 16-Oct-2017 08:00 pm,31.08
16-Oct-2017 08:00 pm to 16-Oct-2017 09:00 pm,31.05
16-Oct-2017 09:00 pm to 16-Oct-2017 10:00 pm,29.75
16-Oct-2017 10:00 pm to 16-Oct-2017 11:00 pm,28.24
16-Oct-2017 11:00 pm to 17-Oct-2017 12:00 am,27.9
17-Oct-2017 12:00 am to 17-Oct-2017 01:00 am,28.03
17-Oct-2017 01:00 am to 17-Oct-2017 02:00 am,27.04
17-Oct-2017 02:00 am to 17-Oct-2017 03:00 am,26.61
17-Oct-2017 03:00 am to 17-Oct-2017 04:00 am,26.27
17-Oct-2017 04:00 am to 17-Oct-2017 05:00 am,26.2
17-Oct-2017 05:00 am to 17-Oct-2017 06:00 am,26.25
17-Oct-2017 06:00 am to 17-Oct-2017 07:00 am,26.93
17-Oct-2017 07:00 am to 17-Oct-2017 08:00 am,28.76
17-Oct-2017 08:00 am to 17-Oct-2017 09:00 am,29.95
17-Oct-2017 09:00 am to 17-Oct-2017 10:00 am,31.41
17-Oct-2017 10:00 am to 17-Oct-2017 11:00 am,32.35
17-Oct-2017 11:00 am to 17-Oct-2017 12:00 pm,33
17-Oct-2017 12:00 pm to 17-Oct-2017 01:00 pm,33.79
17-Oct-2017 01:00 pm to 17-Oct-2017 02:00 pm,34.06
17-Oct-2017 02:00 pm to 17-Oct-2017 03:00 pm,33.86
17-Oct-2017 03:00 pm to 17-Oct-2017 04:00 pm,33.22
17-Oct-2017 04:00 pm to 17-Oct-2017 05:00 pm,32.56
17-Oct-2017 05:00 pm to 17-Oct-2017 06:00 pm,31.84
17-Oct-2017 06:00 pm to 17-Oct-2017 07:00 pm,30.77
17-Oct-2017 07:00 pm to 17-Oct-2017 08:00 pm,30.42
17-Oct-2017 08:00 pm to 17-Oct-2017 09:00 pm,NA
17-Oct-2017 09:00 pm to 17-Oct-2017 10:00 pm,NA
17-Oct-2017 10:00 pm to 17-Oct-2017 11:00 pm,NA
17-Oct-2017 11:00 pm to 18-Oct-2017 12:00 am,NA
18-Oct-2017 12:00 am to 18-Oct-2017 01:00 am,NA
18-Oct-2017 01:00 am to 18-Oct-2017 02:00 am,NA
18-Oct-2017 02:00 am to 18-Oct-2017 03:00 am,NA
18-Oct-2017 03:00 am to 18-Oct-2017 04:00 am,NA
18-Oct-2017 04:00 am to 18-Oct-2017 05:00 am,NA
18-Oct-2017 05:00 am to 18-Oct-2017 06:00 am,NA
18-Oct-2017 06:00 am to 18-Oct-2017 07:00 am,NA
18-Oct-2017 07:00 am to 18-Oct-2017 08:00 am,NA
18-Oct-2017 08:00 am to 18-Oct-2017 09:00 am,29.48
18-Oct-2017 09:00 am to 18-Oct-2017 10:00 am,29.95
18-Oct-2017 10:00 am to 18-Oct-2017 11:00 am,29.92
18-Oct-2017 11:00 am to 18-Oct-2017 12:00 pm,31.18
18-Oct-2017 12:00 pm to 18-Oct-2017 01:00 pm,32.37
18-Oct-2017 01:00 pm to 18-Oct-2017 02:00 pm,32.23
18-Oct-2017 02:00 pm to 18-Oct-2017 03:00 pm,32.49
18-Oct-2017 03:00 pm to 18-Oct-2017 04:00 pm,32.48
18-Oct-2017 04:00 pm to 18-Oct-2017 05:00 pm,30.56
18-Oct-2017 05:00 pm to 18-Oct-2017 06:00 pm,28.99
18-Oct-2017 06:00 pm to 18-Oct-2017 07:00 pm,27.89
18-Oct-2017 07:00 pm to 18-Oct-2017 08:00 pm,26.95
18-Oct-2017 08:00 pm to 18-Oct-2017 09:00 pm,27.81
18-Oct-2017 09:00 pm to 18-Oct-2017 10:00 pm,27.62
18-Oct-2017 10:00 pm to 18-Oct-2017 11:00 pm,27.97
18-Oct-2017 11:00 pm to 19-Oct-2017 12:00 am,27.31
19-Oct-2017 12:00 am to 19-Oct-2017 01:00 am,27.18
19-Oct-2017 01:00 am to 19-Oct-2017 02:00 am,26.82
19-Oct-2017 02:00 am to 19-Oct-2017 03:00 am,27.5
19-Oct-2017 03:00 am to 19-Oct-2017 04:00 am,26.89
19-Oct-2017 04:00 am to 19-Oct-2017 05:00 am,26.9
19-Oct-2017 05:00 am to 19-Oct-2017 06:00 am,26.88
19-Oct-2017 06:00 am to 19-Oct-2017 07:00 am,NA
19-Oct-2017 07:00 am to 19-Oct-2017 08:00 am,NA
19-Oct-2017 08:00 am to 19-Oct-2017 09:00 am,NA
19-Oct-2017 09:00 am to 19-Oct-2017 10:00 am,28.97
19-Oct-2017 10:00 am to 19-Oct-2017 11:00 am,28.62
19-Oct-2017 11:00 am to 19-Oct-2017 12:00 pm,27.44
19-Oct-2017 12:00 pm to 19-Oct-2017 01:00 pm,28.34
19-Oct-2017 01:00 pm to 19-Oct-2017 02:00 pm,29.36
19-Oct-2017 02:00 pm to 19-Oct-2017 03:00 pm,30.4
19-Oct-2017 03:00 pm to 19-Oct-2017 04:00 pm,29.83
19-Oct-2017 04:00 pm to 19-Oct-2017 05:00 pm,29.25
19-Oct-2017 05:00 pm to 19-Oct-2017 06:00 pm,28.65
19-Oct-2017 06:00 pm to 19-Oct-2017 07:00 pm,28.89
19-Oct-2017 07:00 pm to 19-Oct-2017 08:00 pm,28.82
19-Oct-2017 08:00 pm to 19-Oct-2017 09:00 pm,28.84
19-Oct-2017 09:00 pm to 19-Oct-2017 10:00 pm,28.11
19-Oct-2017 10:00 pm to 19-Oct-2017 11:00 pm,27.48
19-Oct-2017 11:00 pm to 20-Oct-2017 12:00 am,27.05
20-Oct-2017 12:00 am to 20-Oct-2017 01:00 am,26.47
20-Oct-2017 01:00 am to 20-Oct-2017 02:00 am,26.06
20-Oct-2017 02:00 am to 20-Oct-2017 03:00 am,26.18
20-Oct-2017 03:00 am to 20-Oct-2017 04:00 am,26.17
20-Oct-2017 04:00 am to 20-Oct-2017 05:00 am,26.06
20-Oct-2017 05:00 am to 20-Oct-2017 06:00 am,26.31
20-Oct-2017 06:00 am to 20-Oct-2017 07:00 am,26.29
20-Oct-2017 07:00 am to 20-Oct-2017 08:00 am,26.33
20-Oct-2017 08:00 am to 20-Oct-2017 09:00 am,26.96
20-Oct-2017 09:00 am to 20-Oct-2017 10:00 am,27.24
20-Oct-2017 10:00 am to 20-Oct-2017 11:00 am,27.21
20-Oct-2017 11:00 am to 20-Oct-2017 12:00 pm,28.26
20-Oct-2017 12:00 pm to 20-Oct-2017 01:00 pm,29.11
20-Oct-2017 01:00 pm to 20-Oct-2017 02:00 pm,28.76
20-Oct-2017 02:00 pm to 20-Oct-2017 03:00 pm,28.33
20-Oct-2017 03:00 pm to 20-Oct-2017 04:00 pm,28.32
20-Oct-2017 04:00 pm to 20-Oct-2017 05:00 pm,28.49
20-Oct-2017 05:00 pm to 20-Oct-2017 06:00 pm,28.16
20-Oct-2017 06:00 pm to 20-Oct-2017 07:00 pm,28.23
20-Oct-2017 07:00 pm to 20-Oct-2017 08:00 pm,28.49
20-Oct-2017 08:00 pm to 20-Oct-2017 09:00 pm,28.37
20-Oct-2017 09:00 pm to 20-Oct-2017 10:00 pm,27.89
20-Oct-2017 10:00 pm to 20-Oct-2017 11:00 pm,27.38
20-Oct-2017 11:00 pm to 21-Oct-2017 12:00 am,27.46
21-Oct-2017 12:00 am to 21-Oct-2017 01:00 am,27.57
21-Oct-2017 01:00 am to 21-Oct-2017 02:00 am,27.63
21-Oct-2017 02:00 am to 21-Oct-2017 03:00 am,28.02
21-Oct-2017 03:00 am to 21-Oct-2017 04:00 am,27.75
21-Oct-2017 04:00 am to 21-Oct-2017 05:00 am,27.56
21-Oct-2017 05:00 am to 21-Oct-2017 06:00 am,27.44
21-Oct-2017 06:00 am to 21-Oct-2017 07:00 am,28.19
21-Oct-2017 07:00 am to 21-Oct-2017 08:00 am,29.6
21-Oct-2017 08:00 am to 21-Oct-2017 09:00 am,30.91
21-Oct-2017 09:00 am to 21-Oct-2017 10:00 am,32.01
21-Oct-2017 10:00 am to 21-Oct-2017 11:00 am,31.98
21-Oct-2017 11:00 am to 21-Oct-2017 12:00 pm,32.97
21-Oct-2017 12:00 pm to 21-Oct-2017 01:00 pm,33.87
21-Oct-2017 01:00 pm to 21-Oct-2017 02:00 pm,34.84
21-Oct-2017 02:00 pm to 21-Oct-2017 03:00 pm,35.1
21-Oct-2017 03:00 pm to 21-Oct-2017 04:00 pm,34.59
21-Oct-2017 04:00 pm to 21-Oct-2017 05:00 pm,33.7
21-Oct-2017 05:00 pm to 21-Oct-2017 06:00 pm,32.25
21-Oct-2017 06:00 pm to 21-Oct-2017 07:00 pm,31.19
21-Oct-2017 07:00 pm to 21-Oct-2017 08:00 pm,30.58
21-Oct-2017 08:00 pm to 21-Oct-2017 09:00 pm,30.08
21-Oct-2017 09:00 pm to 21-Oct-2017 10:00 pm,29.95
21-Oct-2017 10:00 pm to 21-Oct-2017 11:00 pm,29.8
21-Oct-2017 11:00 pm to 22-Oct-2017 12:00 am,27.72
22-Oct-2017 12:00 am to 22-Oct-2017 01:00 am,27.95
22-Oct-2017 01:00 am to 22-Oct-2017 02:00 am,27.72
22-Oct-2017 02:00 am to 22-Oct-2017 03:00 am,28.06
22-Oct-2017 03:00 am to 22-Oct-2017 04:00 am,28.01
22-Oct-2017 04:00 am to 22-Oct-2017 05:00 am,27.6
22-Oct-2017 05:00 am to 22-Oct-2017 06:00 am,27.4
22-Oct-2017 06:00 am to 22-Oct-2017 07:00 am,27.7
22-Oct-2017 07:00 am to 22-Oct-2017 08:00 am,30.41
22-Oct-2017 08:00 am to 22-Oct-2017 09:00 am,33.06
22-Oct-2017 09:00 am to 22-Oct-2017 10:00 am,34.52
22-Oct-2017 10:00 am to 22-Oct-2017 11:00 am,34.02
22-Oct-2017 11:00 am to 22-Oct-2017 12:00 pm,35.32
22-Oct-2017 12:00 pm to 22-Oct-2017 01:00 pm,35.71
22-Oct-2017 01:00 pm to 22-Oct-2017 02:00 pm,35.17
22-Oct-2017 02:00 pm to 22-Oct-2017 03:00 pm,35.48
22-Oct-2017 03:00 pm to 22-Oct-2017 04:00 pm,34.36
22-Oct-2017 04:00 pm to 22-Oct-2017 05:00 pm,34.05
22-Oct-2017 05:00 pm to 22-Oct-2017 06:00 pm,32.75
22-Oct-2017 06:00 pm to 22-Oct-2017 07:00 pm,32.41
22-Oct-2017 07:00 pm to 22-Oct-2017 08:00 pm,31.69
22-Oct-2017 08:00 pm to 22-Oct-2017 09:00 pm,30.34
22-Oct-2017 09:00 pm to 22-Oct-2017 10:00 pm,30.55
22-Oct-2017 10:00 pm to 22-Oct-2017 11:00 pm,29.76
22-Oct-2017 11:00 pm to 23-Oct-2017 12:00 am,30.03
23-Oct-2017 12:00 am to 23-Oct-2017 01:00 am,29.17
23-Oct-2017 01:00 am to 23-Oct-2017 02:00 am,29.03
23-Oct-2017 02:00 am to 23-Oct-2017 03:00 am,27.66
23-Oct-2017 03:00 am to 23-Oct-2017 04:00 am,27.19
23-Oct-2017 04:00 am to 23-Oct-2017 05:00 am,26.98
23-Oct-2017 05:00 am to 23-Oct-2017 06:00 am,26.76
23-Oct-2017 06:00 am to 23-Oct-2017 07:00 am,26.54
